timestamp,soil_moisture,temperature,humidity
2025-06-13 15:10:41.986183,42.483570765056164,27.50922376799426,51.745028032074885
2025-06-13 16:10:41.986183,39.308678494144075,26.49252767128502,56.78614158347007
2025-06-13 17:10:41.986183,43.23844269050346,26.220971140748954,64.12931454275625
2025-06-13 18:10:41.986183,47.61514928204013,26.368379430069123,54.36275447196025
2025-06-13 19:10:41.986183,38.82923312638332,27.845796581171793,51.77779604433569
2025-06-13 20:10:41.986183,38.8293152152541,28.682303949633287,62.436872114919126
2025-06-13 21:10:41.986183,47.896064077536955,28.55338159866004,62.44966571108723
2025-06-13 22:10:41.986183,43.837173645764544,29.654366498072047,54.9305682462887
2025-06-13 23:10:41.986183,37.65262807032524,28.026003783755815,55.289616943816775
2025-06-14 00:10:41.986183,42.712800217929825,30.907068154314633,62.32049937357636
2025-06-14 01:10:41.986183,37.68291153593769,27.47068633352409,45.51915658502676
2025-06-14 02:10:41.986183,37.671351232148716,33.44033833317924,45.92536225623445
2025-06-14 03:10:41.986183,41.20981135783017,29.251334695530012,52.81555778747564
2025-06-14 04:10:41.986183,30.43359877671101,26.285684887167434,57.86552848288153
2025-06-14 05:10:41.986183,31.375410837434835,25.858215003877774,63.10907565598005
2025-06-14 06:10:41.986183,37.188562353795135,28.96494483048637,74.75356216949552
2025-06-14 07:10:41.986183,34.93584439832788,27.5530744293483,68.5765962320202
2025-06-14 08:10:41.986183,41.57123666297637,29.428000988184184,58.40061470036573
2025-06-14 09:10:41.986183,35.45987962239394,28.94647524914709,59.80983792097311
2025-06-14 10:10:41.986183,32.93848149332354,27.854342174686256,49.97470635362191
2025-06-14 11:10:41.986183,47.32824384460777,26.30641256386319,59.8148686400761
2025-06-14 12:10:41.986183,38.87111849756732,24.97030555062827,57.11341361079862
2025-06-14 13:10:41.986183,40.337641023439616,27.106970095865957,63.227185603380896
2025-06-14 14:10:41.986183,32.87625906893272,29.712797588646943,51.727690564476774
2025-06-14 15:10:41.986183,37.27808637737409,28.42818748826041,65.19346514241172
2025-06-14 16:10:41.986183,40.554612948549334,25.508522442576023,75.32738913002578
2025-06-14 17:10:41.986183,34.24503211288849,28.346361851702365,58.91239851543143
2025-06-14 18:10:41.986183,41.87849009172836,28.770634759457675,64.01711722098942
2025-06-14 19:10:41.986183,36.99680655040598,26.232285127597734,66.90143991711112
2025-06-14 20:10:41.986183,38.54153125103362,28.307450211891055,55.987795281141636
2025-06-14 21:10:41.986183,36.991466938853016,28.116417436892,62.24092481810417
2025-06-14 22:10:41.986183,49.26139092254469,25.714059404338755,60.12592400781795
2025-06-14 23:10:41.986183,39.93251387631033,28.715574720696566,60.97676098548832
2025-06-15 00:10:41.986183,34.7114453552205,29.12156905273647,52.26990216144534
2025-06-15 01:10:41.986183,44.11272456051594,30.166102486350553,60.245101742589426
2025-06-15 02:10:41.986183,33.89578175014489,30.107604104069807,64.9799829124545
